Profession,Income,Credit_card_number,Expiry,Security_code,Fraud,Transaction_amount
LAWYER,68589,2406588812674158,05/27,507,0,32688.81
LAWYER,70812,4587123524944298,11/32,302,0,12021.31
ENGINEER,64914,502074433579,11/26,515,0,18738.06
DOCTOR,3083,3586189758161159,04/27,142,1,2299.03
DOCTOR,59654,3597926937071222,02/28,813,1,60420.01
LAWYER,68162,3532618016007916,04/32,3042,1,66476.07
DOCTOR,78102,4803173418966,08/27,552,0,20536.62
ENGINEER,36539,3592299745550919,01/34,238,0,11274.14
DOCTOR,48509,3544889590956945,02/26,733,1,55702.27
DOCTOR,44395,2256776623015478,09/28,361,0,7925.29
DOCTOR,41439,676337748781,10/28,833,0,4517.92
DOCTOR,19461,3527750920169131,05/32,12,0,8653.64
LAWYER,62061,376084425570801,04/27,729,0,20532.69
LAWYER,76571,341441819753330,10/30,323,0,34936.54
DOCTOR,82487,4701703506903981,07/33,209,1,82361.01
ENGINEER,6275,3569098339896798,04/27,9978,1,6934.38
LAWYER,37046,2720363755527873,03/26,542,0,10071.67
DOCTOR,41078,30005133236839,05/34,1052,0,16428.9
ENGINEER,30944,3527902777838371,07/27,997,1,35787.38
ENGINEER,80131,30102006747982,09/25,586,0,26351.01
ENGINEER,24703,4575691625435,09/34,16,1,19525.07
DOCTOR,63874,60424406290,07/33,447,1,53296.39
LAWYER,17428,2291538381816969,03/28,7427,0,3127.59
LAWYER,44043,676126454690,05/34,801,0,8753.23
ENGINEER,90787,340173346519204,05/25,369,1,77460.17
DOCTOR,38123,6011985678041902,05/32,350,0,12277.65
LAWYER,89506,30132706662868,12/29,107,0,30002.11
LAWYER,7857,502009954384,04/29,622,0,2126.1
ENGINEER,96896,4202996480763101738,12/31,355,0,33542.32
LAWYER,33639,5142041147473062,05/34,98,1,24919.35
LAWYER,63443,3502620789232743,12/33,316,1,47194.87
ENGINEER,10237,576820130812,05/34,9173,0,1727.31
DOCTOR,21317,4356011284164584087,05/31,498,1,20443.83
ENGINEER,76767,30401368640706,11/31,485,0,14247.79
DOCTOR,49991,3538849371047775,05/27,431,1,42074.54
DOCTOR,9722,502085674864,03/26,183,0,2528.94
DOCTOR,67441,4789489755768763,01/27,842,1,74585.23
DOCTOR,20095,6011041007450859,04/25,245,0,2120.92
DOCTOR,79246,4960068547796661,01/28,487,1,81202.54
DOCTOR,611,213180891914437,05/29,55,1,632.04
ENGINEER,57012,3576210624055631,04/31,473,1,62674.88
LAWYER,2448,6571298776650067,02/28,684,0,1158.15
LAWYER,58193,3532301216885064,03/29,547,1,41321.04
ENGINEER,87413,2295405708281390,10/28,724,1,67910.45
LAWYER,94650,4904118877888718,06/34,551,0,43015.45
DOCTOR,99837,6011987646900573,11/31,815,1,92774.46
DOCTOR,6874,2232075796166211,08/33,4435,1,6752.3
ENGINEER,36943,3527448906204994,07/31,603,1,38107.21
LAWYER,24745,38741549212517,04/31,437,1,25723.25
DOCTOR,82532,213176962067311,07/33,968,1,96221.6
LAWYER,16859,2271965638535882,09/34,34,1,20205.09
LAWYER,12370,4528235571128,04/34,126,1,13113.17
LAWYER,29172,30195325539452,04/29,8126,0,6268.73
LAWYER,22073,180090957398541,05/29,962,0,9974.81
ENGINEER,19651,213129985394980,03/34,427,0,2352.0
DOCTOR,18351,4782695899780,09/28,403,0,3531.33
DOCTOR,57637,4047053867342236,08/33,327,1,66207.21
LAWYER,98752,36255348838085,04/25,6288,0,19994.97
ENGINEER,9296,213173310417355,04/33,776,0,1750.07
ENGINEER,19209,30411966757281,07/27,483,1,14772.92
LAWYER,94590,585207822461,07/28,111,1,106844.69
LAWYER,2079,344533664796062,10/33,163,0,623.75
LAWYER,21409,60466274697,09/26,100,1,22210.69
ENGINEER,29776,4785932002776067,07/26,548,0,5824.98
ENGINEER,62630,3599298641494753,10/29,259,1,67579.04
DOCTOR,4004,342313050175482,06/26,7357,0,1617.62
ENGINEER,80304,2335098139822775,05/28,229,1,68764.24
DOCTOR,96355,4217712251335,12/33,954,0,25464.03
LAWYER,62326,180025432054236,10/28,717,1,50162.78
DOCTOR,44443,4864458939423,03/27,801,0,21804.82
ENGINEER,28018,36083533971382,01/27,680,1,28656.85
LAWYER,25820,344527726268789,06/31,275,1,30138.96
DOCTOR,69740,4785193665744361170,04/28,5902,1,59397.05
ENGINEER,34187,4038592192506149,03/29,884,0,14110.9
LAWYER,5448,4788213020833,09/28,544,1,5899.8
ENGINEER,5888,2293496941699110,08/26,201,1,6157.83
ENGINEER,59569,349742098858084,01/25,461,0,28965.76
ENGINEER,80875,3528294867256022,12/26,220,1,72526.89
LAWYER,43357,4692568041461,03/28,71,0,6602.7
ENGINEER,18667,3560477602416303,06/31,244,0,6882.22
ENGINEER,49417,4732885057430457,06/32,21,0,19357.82
LAWYER,62876,180048746745984,03/34,671,0,20750.6
LAWYER,59601,4966755444963782,08/33,961,1,47883.98
DOCTOR,22571,3554766303497556,04/28,269,1,21492.74
ENGINEER,5550,371185288380793,12/25,321,1,4751.33
DOCTOR,75142,4837144834661,06/27,80,1,68659.74
LAWYER,73327,6011974612097113,07/27,5012,0,26257.48
DOCTOR,85775,4921790041813621,03/26,877,1,92002.9
DOCTOR,83167,376439416292122,02/34,947,0,16042.07
ENGINEER,1799,213126885986550,12/26,478,1,1623.89
ENGINEER,91752,345108258898175,01/31,706,0,19053.64
ENGINEER,59941,4145464363332601624,07/31,1461,0,10756.57
LAWYER,83571,6535068676563750,07/29,125,0,34544.48
LAWYER,30816,3533356185883945,10/25,75,1,35580.97
DOCTOR,19315,503877416654,08/25,80,1,17096.02
ENGINEER,44182,676107217223,12/27,932,0,17695.4
ENGINEER,47133,213169206054393,06/25,517,1,54132.14
DOCTOR,26915,4835515879071397,04/33,886,1,30227.22
LAWYER,5842,3516617955612207,05/30,808,1,4623.4
LAWYER,56709,6011715996700727,07/33,521,0,27363.04
DOCTOR,9297,4780095719115674529,03/34,912,1,8258.88
ENGINEER,25867,340673373743197,06/28,414,1,22494.47
ENGINEER,34969,343624265092661,02/28,982,1,25569.88
LAWYER,37584,36584674733481,10/26,770,1,35444.98
LAWYER,48407,4774620179364985497,06/28,28,0,6951.51
LAWYER,78868,3543611305640254,09/31,767,1,65008.52
DOCTOR,3248,6549441641690996,05/27,374,1,2788.31
DOCTOR,5185,3599014182546046,04/27,297,0,2196.01
LAWYER,27159,3573520542428147,05/28,306,1,30900.0
DOCTOR,92376,4123947651929,07/33,805,1,78633.51
ENGINEER,39951,4870688592973,03/28,875,0,17717.44
DOCTOR,75713,30442717731051,07/32,5035,0,33532.71
DOCTOR,66386,4091780757332379656,06/31,809,0,26943.45
ENGINEER,90050,342021119921651,08/32,666,1,69639.95
LAWYER,15846,213120618784242,07/25,683,0,5960.14
ENGINEER,71509,6525725503600244,04/26,520,0,34181.99
LAWYER,87087,4875529491351054,04/29,762,0,32484.86
DOCTOR,34553,4742325017167745723,10/26,373,1,29916.28
LAWYER,57655,4855173001674061,04/27,609,0,17309.86
ENGINEER,87968,6011282775302134,07/29,44,0,31518.06
LAWYER,11730,344397596146832,12/26,594,0,3568.6
ENGINEER,95317,30132407267314,07/27,689,1,72438.68
ENGINEER,37476,6011513367815384,08/30,864,1,32080.66
LAWYER,67724,6522338849606173,10/30,191,0,28508.99
ENGINEER,98692,4017998616985556544,01/33,14,1,111591.93
DOCTOR,19492,4513253411557607877,11/27,784,1,14982.53
ENGINEER,8189,180091159421636,03/27,326,1,9631.85
ENGINEER,99555,3502541425576113,12/24,344,1,86056.47
LAWYER,87233,4270355374045816,09/34,526,1,89950.91
ENGINEER,3659,3517660769228249,10/30,1138,0,1466.27
LAWYER,53382,4575697359781,04/29,908,0,22675.53
DOCTOR,76580,3579486456100912,11/27,83,0,36628.2
LAWYER,43803,3534296071293909,04/32,426,0,9863.03
LAWYER,46065,4647629143177,12/30,677,1,52019.05
LAWYER,69933,4494067557554295303,10/26,789,1,53557.73
DOCTOR,43073,2221713983936649,01/27,549,1,45335.21
LAWYER,77250,6557490071057365,07/31,96,0,30652.11
DOCTOR,58630,4635063343873827,07/30,612,0,21756.97
LAWYER,27231,4577641921386851096,01/30,95,1,22497.09
LAWYER,66334,4816161292713509860,02/30,174,1,75390.02
DOCTOR,12822,4545187003587,01/29,218,0,2148.24
LAWYER,77440,501857264227,05/34,246,0,9405.39
LAWYER,93711,639043678122,11/27,678,1,99214.88
ENGINEER,58471,4247766628955,11/30,908,1,54830.47
LAWYER,49384,4800893017928713869,05/26,595,1,55534.73
DOCTOR,80151,4560782118680,07/33,500,1,71470.53
LAWYER,12690,348362660068722,08/33,5985,0,2123.18
LAWYER,67579,675921298062,07/25,257,0,29368.27
ENGINEER,49682,2385263859769924,06/31,834,0,15876.57
DOCTOR,60040,3510588566083888,02/30,411,1,47707.66
ENGINEER,32312,6011778772639238,12/30,513,1,34256.92
ENGINEER,34304,4704465871736217,08/32,424,1,32779.42
DOCTOR,69771,2720601505896324,09/31,669,1,69921.46
DOCTOR,40439,676112414369,12/29,617,0,11499.21
LAWYER,19158,30336826391114,01/27,993,0,8266.36
ENGINEER,66341,4065620538717827,11/30,636,1,73955.71
LAWYER,20535,4070370690371,07/25,647,0,7880.42
ENGINEER,49099,4280244076015744485,11/25,464,0,6979.94
ENGINEER,62677,6548829706137203,10/28,109,0,27298.44
LAWYER,75712,3592770090251295,04/34,965,0,27892.69
LAWYER,18733,502021659987,04/26,556,1,19641.78
DOCTOR,35357,60444308021,11/25,547,1,31166.89
LAWYER,8243,3549523292985291,03/29,622,1,9394.05
DOCTOR,74761,2720493117921165,02/33,750,1,79447.45
DOCTOR,28368,4473192294887,05/32,442,1,21454.58
DOCTOR,67008,4077435890712092,01/30,794,0,17630.56
ENGINEER,80093,4522393811751916,04/29,3738,1,91561.53
DOCTOR,95317,3535182392614826,07/27,12,1,68971.22
ENGINEER,31837,4156820980254,04/27,217,1,37590.21
ENGINEER,98749,4436963163362372529,03/25,932,1,102657.61
DOCTOR,94129,347154600655465,06/29,882,0,33185.22
DOCTOR,82141,6011591760016115,02/28,437,1,68610.7
LAWYER,60140,2705869994117614,09/26,656,0,11998.94
LAWYER,17730,4464869584827389,10/34,876,0,8454.08
LAWYER,15855,6566981639922529,02/30,250,0,3477.14
DOCTOR,98583,502096711689,07/27,227,0,40438.96
ENGINEER,35375,4512926368613561606,04/32,61,0,9100.17
LAWYER,891,3570302457088304,10/25,613,0,138.73
DOCTOR,63231,213144865670797,01/34,478,0,6594.12
DOCTOR,73739,36943306779785,10/29,828,0,23427.1
DOCTOR,85744,30547751588488,05/28,459,0,42041.27
LAWYER,65970,4702634253568,11/26,802,1,58354.96
ENGINEER,66236,4984869363758339561,05/31,867,0,16087.2
DOCTOR,81606,348187009920386,12/30,7624,0,19392.58
ENGINEER,33712,5499920735996965,06/25,179,1,32372.69
DOCTOR,22379,3555465034132116,04/30,270,1,20596.12
DOCTOR,61794,60407811367,06/33,672,1,70442.52
LAWYER,98003,3562378795669344,10/31,550,0,29617.32
ENGINEER,98441,630446390589,02/33,997,0,29837.78
LAWYER,79161,36041061406205,08/29,760,0,12297.55
DOCTOR,50714,6564661272590922,09/26,629,1,60419.13
LAWYER,37660,6569820678498438,01/26,357,0,7531.59
LAWYER,86851,372661196655079,02/32,420,0,11233.8
LAWYER,25463,3521103549867667,11/26,32,0,9300.58
ENGINEER,14133,4946453982883571,05/30,8210,0,4779.03
LAWYER,44688,2583229742542919,08/27,685,1,40557.61
ENGINEER,76814,3565227201800455,04/34,366,0,20653.51
DOCTOR,6817,2248044332664628,03/30,773,1,7447.79
DOCTOR,35409,4195285420349676,06/34,960,1,28251.29
ENGINEER,65093,586177891379,10/34,574,0,27866.4
ENGINEER,66570,180077340108661,06/33,394,0,23931.84
ENGINEER,19642,3537096752925440,09/31,640,1,17864.1
DOCTOR,46632,676232673431,10/31,146,0,13206.72
DOCTOR,26367,2432163229726211,01/33,194,1,21840.41
ENGINEER,47101,345069624395736,03/32,142,0,18880.23
ENGINEER,98425,4983100808852363,03/29,771,0,30034.38
LAWYER,93015,4526046617025524304,06/30,128,0,21239.21
DOCTOR,69799,4067210293014780,04/28,732,0,23621.38
LAWYER,3217,4818463524106634330,02/33,813,0,1603.01
DOCTOR,17754,3513232437422838,03/26,472,0,4866.46
DOCTOR,39763,3596502945720901,05/26,744,0,18620.08
ENGINEER,97366,501839780563,08/26,853,1,84952.65
LAWYER,14509,6524539189831770,01/30,885,1,10553.36
DOCTOR,6890,4009694784272794,06/31,266,1,5526.61
ENGINEER,79007,3527279002316311,11/31,140,0,21132.64
LAWYER,62861,6506455168111658,04/30,279,0,11808.69
DOCTOR,10371,36709334985193,11/27,531,0,1038.04
DOCTOR,4326,3522730662640114,09/27,13,1,5007.35
LAWYER,85387,503840980299,08/32,309,0,37361.23
ENGINEER,53368,343287788465507,01/30,904,1,57164.93
ENGINEER,8326,6011751180519607,09/31,70,0,1391.49
ENGINEER,86463,4825729714843587,02/31,842,0,12809.1
LAWYER,64579,4481851141701710,06/30,857,0,8204.24
DOCTOR,5010,349501567839045,10/28,474,1,5320.69
ENGINEER,43249,4764187647679,09/29,156,1,50359.31
ENGINEER,79010,584599890061,03/29,401,0,21507.65
ENGINEER,92168,4022964678858674,04/29,718,0,13609.18
DOCTOR,23599,4157698225662240,09/28,304,0,7196.68
DOCTOR,24614,3559254433450642,02/32,101,1,21522.87
LAWYER,79690,4981112807932197,01/33,962,0,19916.92
ENGINEER,85219,6501405953195973,07/32,388,0,29701.57
ENGINEER,46388,3574640531869298,06/34,289,0,17974.76
LAWYER,76035,2550133653886878,11/33,993,0,10967.4
DOCTOR,34612,501888243745,05/32,586,1,24844.32
ENGINEER,31588,4743652661593550,03/27,630,1,37816.05
DOCTOR,6212,180089285119371,10/28,793,1,5071.25
DOCTOR,56167,213160641863753,10/28,1286,1,40828.65
DOCTOR,87963,180015118518745,10/29,679,0,15477.1
LAWYER,5777,3529367574891148,10/28,552,1,4156.43
LAWYER,60550,6011648162466924,10/33,772,0,15544.66
LAWYER,50112,4320667046625,03/32,27,1,55183.38
DOCTOR,43723,3523899682485633,07/26,369,1,38066.22
ENGINEER,67412,38285294922789,08/28,513,1,62160.05
DOCTOR,77357,4407862002534959602,12/28,23,1,80280.58
ENGINEER,87280,30518590690827,12/30,3050,0,26494.51
DOCTOR,89366,3502757882805817,09/33,106,0,39730.18
ENGINEER,70295,180012773600116,11/24,14,0,31380.69
LAWYER,13017,3500831703457694,04/33,633,1,9176.4
DOCTOR,73054,639045844649,10/32,968,1,79557.5
LAWYER,48396,4824514560043,02/31,171,1,45026.03
DOCTOR,98437,4375928369454153,03/32,331,0,48779.1
DOCTOR,37009,6544308139079609,08/27,8760,0,10854.47
ENGINEER,32177,30327483024700,10/29,125,0,15919.84
LAWYER,61240,4993323771931646,11/24,65,1,65972.91
LAWYER,14513,4178517534175428,03/30,196,0,2894.5
LAWYER,64244,3522911970154309,11/30,499,0,20259.86
LAWYER,28081,6011184358156020,01/31,389,1,33586.78
ENGINEER,42384,6561276145529891,03/30,908,0,18776.63
ENGINEER,85666,30415028234650,09/34,553,1,64136.72
ENGINEER,16579,4980321631907066,08/31,564,0,6342.28
LAWYER,37721,5500986767072147,02/25,163,1,32922.5
DOCTOR,66678,349108823427316,08/32,241,1,46907.38
LAWYER,483,4159893584792252,11/24,666,0,126.25
LAWYER,21576,4846738903406846,02/27,713,0,4183.62
LAWYER,58918,4131921442778479,11/32,595,0,25190.26
DOCTOR,14177,213149337539702,05/25,651,0,3330.63
LAWYER,2913,6562302924784306,01/31,131,1,3244.39
LAWYER,70061,3538022390874724,01/32,891,0,7022.86
LAWYER,50224,2472161185731556,08/26,463,1,42886.75
LAWYER,99842,2335160050510639,08/27,726,0,19615.57
ENGINEER,46514,4428433602359415,05/30,7370,0,8997.06
DOCTOR,17557,4108169017591658,12/30,41,0,2234.56
ENGINEER,2712,213136648850472,08/32,449,1,2152.14
DOCTOR,10048,6549911570451669,03/33,813,1,9824.68
DOCTOR,86917,30281092698315,03/29,308,1,73504.02
DOCTOR,73472,373185699810014,06/25,666,0,19613.93
LAWYER,27653,4148381965081358,09/30,315,1,24567.85
LAWYER,26858,3501705246182861,02/28,804,1,30563.13
ENGINEER,89814,374659209471961,10/29,812,0,41504.81
ENGINEER,28396,30149927423193,07/34,52,0,8438.8
DOCTOR,40566,4993896331057044,12/26,297,0,9413.84
LAWYER,37977,3519628153353525,07/25,415,0,5420.09
LAWYER,74578,2295653575522574,10/30,893,1,87756.04
LAWYER,50537,6011265159954349,06/26,867,1,36897.74
ENGINEER,53253,2653893598448698,08/27,935,1,45202.49
LAWYER,23309,4031105367278050859,05/29,37,1,19790.11
DOCTOR,28866,375089832453856,02/25,788,0,6586.08
LAWYER,86564,4116134129899892265,08/26,115,1,67705.46
LAWYER,44787,4048994624648077,07/31,673,0,18508.88
ENGINEER,39760,374515187637512,03/30,364,0,5924.21
DOCTOR,7851,4370927334852660,11/24,6598,1,7988.03
LAWYER,19555,3528856029996305,03/26,975,0,2924.22
DOCTOR,71780,4151670275187507,05/26,704,1,52777.52
DOCTOR,77645,374641460925950,08/27,183,0,36009.56
LAWYER,99131,4143187528392700893,11/29,92,0,17452.16
DOCTOR,65130,3555721904246745,06/29,919,1,72335.01
ENGINEER,92628,180089446395803,03/32,605,0,29442.03
DOCTOR,25213,30388744025415,03/28,715,0,3306.5
LAWYER,46917,675930054894,05/29,6366,1,55255.28
LAWYER,42073,4897168690269389,04/32,240,1,34646.3
ENGINEER,33619,213163381335412,08/29,633,1,37983.51
DOCTOR,64604,4616400657622,01/27,912,1,50675.7
DOCTOR,84895,676241819629,03/34,844,0,37487.69
ENGINEER,12029,4067374066220279,02/27,672,0,1266.55
ENGINEER,31837,180082064642127,01/27,588,1,30432.68
DOCTOR,15677,374774632278345,11/25,591,1,17005.18
LAWYER,73472,4120173532141330501,02/32,591,1,85771.05
ENGINEER,65755,372911836926947,07/28,638,0,30489.33
DOCTOR,14392,4389430931975,07/25,150,0,6157.62
LAWYER,37042,30151228580366,12/30,129,0,16864.35
LAWYER,38842,30115933225039,08/34,360,0,6979.44
DOCTOR,49090,6011510589192105,03/30,345,1,41338.3
ENGINEER,43649,3539281111357638,11/31,4124,1,36860.89
LAWYER,7893,3593184686304931,06/28,850,0,1979.73
DOCTOR,67835,6519007996789406,03/30,733,1,60824.95
ENGINEER,9065,502008427424,06/26,518,1,8813.7
LAWYER,22562,2510771891568888,03/27,340,1,17597.0
LAWYER,4488,5141173909247102,11/33,966,1,4692.76
DOCTOR,6701,3546032568464034,06/27,539,1,5252.13
DOCTOR,49275,370517485604321,03/29,742,1,42137.73
DOCTOR,67941,30181844032328,09/26,475,1,64657.59
DOCTOR,48520,180051402551084,09/34,255,0,20309.32
DOCTOR,38417,4713303147963464,03/31,155,0,15204.98
ENGINEER,33673,213115412978388,08/28,177,0,12062.13
LAWYER,64594,4049445088944345,12/29,362,1,50246.81
ENGINEER,88273,3587927316299766,02/33,416,0,28143.03
LAWYER,77688,6011332585079164,07/33,103,0,10486.22
LAWYER,31178,30051690794356,05/33,156,1,27707.31
DOCTOR,86490,4370926390710,01/29,485,1,78425.52
ENGINEER,15378,4653157199170325,10/32,769,0,1782.69
DOCTOR,10402,676326744031,07/30,932,0,2180.21
LAWYER,86801,341629064542248,10/27,831,1,102236.36
LAWYER,55996,30341880085123,01/28,969,1,65897.01
DOCTOR,40489,4398960447159387427,06/34,383,0,9755.05
ENGINEER,67710,4767456345130782806,11/24,472,0,7938.32
ENGINEER,36274,180089438170990,05/28,774,0,6226.0
DOCTOR,48962,6535108291921874,05/26,605,1,43875.28
ENGINEER,84115,4216026037064936743,02/26,19,1,98741.74
LAWYER,92993,346623614166132,06/33,333,1,71660.36
ENGINEER,98862,6571931386069712,09/28,136,0,40079.28
DOCTOR,45798,4835743467404,04/30,424,0,6570.78
LAWYER,65795,3571858185224536,12/33,428,0,32404.24
ENGINEER,62622,6011315311875328,01/26,39,0,15821.24
DOCTOR,90464,4588659854277,08/26,141,0,37098.73
ENGINEER,29285,2297230905936911,04/34,729,1,25515.89
LAWYER,60150,4080184995782288,09/29,359,1,60982.14
DOCTOR,12473,3522633236280690,06/34,183,1,9928.61
LAWYER,34405,4056923775225628931,10/25,424,0,5450.04
LAWYER,5381,180061696352081,08/27,440,0,2557.19
LAWYER,91521,4567109883946,07/33,439,1,106056.7
DOCTOR,45203,30475696483971,06/25,437,1,51700.23
DOCTOR,10445,4413513400644899,03/30,8823,0,3657.56
LAWYER,15557,3555250877724900,06/33,16,1,17177.01
ENGINEER,53678,374411904782031,07/32,330,1,39427.48
DOCTOR,79410,30131955570665,09/29,162,0,18575.24
DOCTOR,19855,30152128385781,08/25,916,0,4476.93
DOCTOR,19053,3509702055367909,03/28,919,1,19392.58
ENGINEER,35965,4736001548882761,04/27,878,1,31576.51
ENGINEER,67571,6011234821475158,06/27,553,0,10771.0
ENGINEER,68383,4784223294090602,11/28,726,1,68262.2
LAWYER,87695,675965916421,09/27,210,0,37336.46
LAWYER,30690,4980066189258,06/30,831,1,27346.69
DOCTOR,88019,4987681712386768,10/27,5327,1,67434.38
ENGINEER,47306,30560583513202,08/31,432,0,8452.41
DOCTOR,54558,676211984635,07/29,809,1,44668.91
ENGINEER,11978,3525231972458005,11/27,856,1,10180.69
DOCTOR,34320,4719790193565187844,06/32,173,0,12256.29
LAWYER,72682,4132033339067,09/31,359,0,24739.37
ENGINEER,30511,2720369038754036,06/34,197,0,11546.34
DOCTOR,93507,4404453190143086,05/32,426,0,22909.29
LAWYER,1595,3576159007550637,07/28,501,1,1773.64
DOCTOR,99773,3554811917108528,09/25,33,1,80022.32
DOCTOR,85124,3533542446063266,05/27,586,0,24483.05
ENGINEER,30606,4116395839544472,02/26,818,1,33680.97
DOCTOR,6825,3549979276751259,10/28,377,0,1174.33
LAWYER,63784,4581369591368590,04/33,179,0,9181.4
ENGINEER,84741,3588367055843327,01/34,151,1,96760.83
ENGINEER,18183,3502058104711101,09/27,735,0,4312.5
DOCTOR,70430,6011976937829799,07/26,970,0,26308.99
ENGINEER,61409,4742346486379,01/28,788,0,6763.55
LAWYER,45529,6011395035097821,09/25,162,1,47578.87
LAWYER,35551,2279653717284075,06/28,683,1,30504.56
DOCTOR,79458,4160307376021165,08/26,210,0,9717.42
DOCTOR,32772,4295568944627060374,06/26,469,0,11271.11
ENGINEER,40157,30201163292285,08/31,117,1,32944.88
ENGINEER,57702,676281971215,06/31,196,0,14698.02
ENGINEER,36201,2521151088357931,08/31,848,1,26799.25
LAWYER,82746,3577929750267905,12/31,515,0,13145.47
LAWYER,12973,4731007190895238,01/29,663,0,2843.56
ENGINEER,44392,3565542018722407,07/34,494,0,6033.04
DOCTOR,99893,345644101489374,04/28,392,1,115417.68
LAWYER,42523,3551703767046713,12/31,489,1,29894.67
DOCTOR,1987,4669826149905467,02/32,189,1,1871.62
LAWYER,62470,213121657854342,09/25,135,0,9326.71
LAWYER,71063,3551854731909179,05/25,869,0,15852.14
ENGINEER,1362,3504963019262322,04/34,752,1,1584.05
ENGINEER,12936,180055514852553,07/34,528,1,10101.04
ENGINEER,90708,4989611432656313,04/28,595,1,107299.96
LAWYER,43342,4409350515522546,05/29,849,1,34799.17
DOCTOR,58304,4873568766638679999,07/31,939,1,62430.94
LAWYER,35052,4670725971879,01/33,867,1,34117.47
DOCTOR,31770,3552923666280911,06/33,299,0,14416.96
LAWYER,78563,2346141548333401,05/33,210,0,25265.65
DOCTOR,89254,565187924800,07/33,39,0,28010.02
LAWYER,1240,574727479663,05/33,828,1,989.18
LAWYER,86285,4381824728838271,05/31,737,0,14365.74
DOCTOR,99240,502021460352,06/32,97,1,114944.19
LAWYER,31915,4998996278298,05/26,131,1,27571.98
ENGINEER,89862,4119118223822561024,05/25,504,0,22360.62
LAWYER,34796,4439191880910069368,08/31,783,0,14055.13
LAWYER,50336,5229798417677120,06/32,685,1,43762.71
LAWYER,97498,371653239623736,02/27,1399,1,114660.69
DOCTOR,6772,4398506409504849189,09/33,151,0,2676.1
DOCTOR,8709,4351555467060,01/27,987,1,8697.81
ENGINEER,34834,375744615556024,10/32,589,1,39726.35
LAWYER,82392,4001535110860468284,12/24,99,1,59717.97
